probe_type,electrode,shank,shank_col,shank_row,x_coord,y_coord
neuropixels 2.0 - MS,1957,1,1,338,282.0,5070.0
neuropixels 2.0 - MS,1958,1,0,339,250.0,5085.0
neuropixels 2.0 - MS,1959,1,1,339,282.0,5085.0
neuropixels 2.0 - MS,1960,1,0,340,250.0,5100.0
neuropixels 2.0 - MS,1961,1,1,340,282.0,5100.0
neuropixels 2.0 - MS,1962,1,0,341,250.0,5115.0
neuropixels 2.0 - MS,1963,1,1,341,282.0,5115.0
neuropixels 2.0 - MS,1964,1,0,342,250.0,5130.0
neuropixels 2.0 - MS,1965,1,1,342,282.0,5130.0
neuropixels 2.0 - MS,1966,1,0,343,250.0,5145.0
neuropixels 2.0 - MS,1967,1,1,343,282.0,5145.0
neuropixels 2.0 - MS,1968,1,0,344,250.0,5160.0
neuropixels 2.0 - MS,1969,1,1,344,282.0,5160.0
neuropixels 2.0 - MS,1970,1,0,345,250.0,5175.0
neuropixels 2.0 - MS,1971,1,1,345,282.0,5175.0
neuropixels 2.0 - MS,1972,1,0,346,250.0,5190.0
neuropixels 2.0 - MS,1973,1,1,346,282.0,5190.0
neuropixels 2.0 - MS,1974,1,0,347,250.0,5205.0
neuropixels 2.0 - MS,1975,1,1,347,282.0,5205.0
neuropixels 2.0 - MS,1976,1,0,348,250.0,5220.0
neuropixels 2.0 - MS,1977,1,1,348,282.0,5220.0
neuropixels 2.0 - MS,1978,1,0,349,250.0,5235.0
neuropixels 2.0 - MS,1979,1,1,349,282.0,5235.0
neuropixels 2.0 - MS,1980,1,0,350,250.0,5250.0
neuropixels 2.0 - MS,1981,1,1,350,282.0,5250.0
neuropixels 2.0 - MS,1982,1,0,351,250.0,5265.0
neuropixels 2.0 - MS,1983,1,1,351,282.0,5265.0
neuropixels 2.0 - MS,1984,1,0,352,250.0,5280.0
neuropixels 2.0 - MS,1985,1,1,352,282.0,5280.0
neuropixels 2.0 - MS,1986,1,0,353,250.0,5295.0
neuropixels 2.0 - MS,1987,1,1,353,282.0,5295.0
neuropixels 2.0 - MS,1988,1,0,354,250.0,5310.0
neuropixels 2.0 - MS,1989,1,1,354,282.0,5310.0
neuropixels 2.0 - MS,1990,1,0,355,250.0,5325.0
neuropixels 2.0 - MS,1991,1,1,355,282.0,5325.0
neuropixels 2.0 - MS,1992,1,0,356,250.0,5340.0
neuropixels 2.0 - MS,1993,1,1,356,282.0,5340.0
neuropixels 2.0 - MS,1994,1,0,357,250.0,5355.0
neuropixels 2.0 - MS,1995,1,1,357,282.0,5355.0
neuropixels 2.0 - MS,1996,1,0,358,250.0,5370.0
neuropixels 2.0 - MS,1997,1,1,358,282.0,5370.0
neuropixels 2.0 - MS,1998,1,0,359,250.0,5385.0
neuropixels 2.0 - MS,1999,1,1,359,282.0,5385.0
neuropixels 2.0 - MS,2000,1,0,360,250.0,5400.0
neuropixels 2.0 - MS,2001,1,1,360,282.0,5400.0
neuropixels 2.0 - MS,2002,1,0,361,250.0,5415.0
neuropixels 2.0 - MS,2003,1,1,361,282.0,5415.0
neuropixels 2.0 - MS,2004,1,0,362,250.0,5430.0
neuropixels 2.0 - MS,2005,1,1,362,282.0,5430.0
neuropixels 2.0 - MS,2006,1,0,363,250.0,5445.0
neuropixels 2.0 - MS,2007,1,1,363,282.0,5445.0
neuropixels 2.0 - MS,2008,1,0,364,250.0,5460.0
neuropixels 2.0 - MS,2009,1,1,364,282.0,5460.0
neuropixels 2.0 - MS,2010,1,0,365,250.0,5475.0
neuropixels 2.0 - MS,2011,1,1,365,282.0,5475.0
neuropixels 2.0 - MS,2012,1,0,366,250.0,5490.0
neuropixels 2.0 - MS,2013,1,1,366,282.0,5490.0
neuropixels 2.0 - MS,2014,1,0,367,250.0,5505.0
neuropixels 2.0 - MS,2015,1,1,367,282.0,5505.0
neuropixels 2.0 - MS,2016,1,0,368,250.0,5520.0
neuropixels 2.0 - MS,2017,1,1,368,282.0,5520.0
neuropixels 2.0 - MS,2018,1,0,369,250.0,5535.0
neuropixels 2.0 - MS,2019,1,1,369,282.0,5535.0
neuropixels 2.0 - MS,2020,1,0,370,250.0,5550.0
neuropixels 2.0 - MS,2021,1,1,370,282.0,5550.0
neuropixels 2.0 - MS,2022,1,0,371,250.0,5565.0
neuropixels 2.0 - MS,2023,1,1,371,282.0,5565.0
neuropixels 2.0 - MS,2024,1,0,372,250.0,5580.0
neuropixels 2.0 - MS,2025,1,1,372,282.0,5580.0
neuropixels 2.0 - MS,2026,1,0,373,250.0,5595.0
neuropixels 2.0 - MS,2027,1,1,373,282.0,5595.0
neuropixels 2.0 - MS,2028,1,0,374,250.0,5610.0
neuropixels 2.0 - MS,2029,1,1,374,282.0,5610.0
neuropixels 2.0 - MS,2030,1,0,375,250.0,5625.0
neuropixels 2.0 - MS,2031,1,1,375,282.0,5625.0
neuropixels 2.0 - MS,2032,1,0,376,250.0,5640.0
neuropixels 2.0 - MS,2033,1,1,376,282.0,5640.0
neuropixels 2.0 - MS,2034,1,0,377,250.0,5655.0
neuropixels 2.0 - MS,2035,1,1,377,282.0,5655.0
neuropixels 2.0 - MS,2036,1,0,378,250.0,5670.0
neuropixels 2.0 - MS,2037,1,1,378,282.0,5670.0
neuropixels 2.0 - MS,2038,1,0,379,250.0,5685.0
neuropixels 2.0 - MS,2039,1,1,379,282.0,5685.0
neuropixels 2.0 - MS,2040,1,0,380,250.0,5700.0
neuropixels 2.0 - MS,2041,1,1,380,282.0,5700.0
neuropixels 2.0 - MS,2042,1,0,381,250.0,5715.0
neuropixels 2.0 - MS,2043,1,1,381,282.0,5715.0
neuropixels 2.0 - MS,2044,1,0,382,250.0,5730.0
neuropixels 2.0 - MS,2045,1,1,382,282.0,5730.0
neuropixels 2.0 - MS,2046,1,0,383,250.0,5745.0
neuropixels 2.0 - MS,2047,1,1,383,282.0,5745.0
neuropixels 2.0 - MS,2048,1,0,384,250.0,5760.0
neuropixels 2.0 - MS,2049,1,1,384,282.0,5760.0
neuropixels 2.0 - MS,2050,1,0,385,250.0,5775.0
neuropixels 2.0 - MS,2051,1,1,385,282.0,5775.0
neuropixels 2.0 - MS,2052,1,0,386,250.0,5790.0
neuropixels 2.0 - MS,2053,1,1,386,282.0,5790.0
neuropixels 2.0 - MS,2054,1,0,387,250.0,5805.0
neuropixels 2.0 - MS,2055,1,1,387,282.0,5805.0
neuropixels 2.0 - MS,2056,1,0,388,250.0,5820.0
neuropixels 2.0 - MS,2057,1,1,388,282.0,5820.0
neuropixels 2.0 - MS,2058,1,0,389,250.0,5835.0
neuropixels 2.0 - MS,2059,1,1,389,282.0,5835.0
neuropixels 2.0 - MS,2060,1,0,390,250.0,5850.0
neuropixels 2.0 - MS,2061,1,1,390,282.0,5850.0
neuropixels 2.0 - MS,2062,1,0,391,250.0,5865.0
neuropixels 2.0 - MS,2063,1,1,391,282.0,5865.0
neuropixels 2.0 - MS,2064,1,0,392,250.0,5880.0
neuropixels 2.0 - MS,2065,1,1,392,282.0,5880.0
neuropixels 2.0 - MS,2066,1,0,393,250.0,5895.0
neuropixels 2.0 - MS,2067,1,1,393,282.0,5895.0
neuropixels 2.0 - MS,2068,1,0,394,250.0,5910.0
neuropixels 2.0 - MS,2069,1,1,394,282.0,5910.0
neuropixels 2.0 - MS,2070,1,0,395,250.0,5925.0
neuropixels 2.0 - MS,2071,1,1,395,282.0,5925.0
neuropixels 2.0 - MS,2072,1,0,396,250.0,5940.0
neuropixels 2.0 - MS,2073,1,1,396,282.0,5940.0
neuropixels 2.0 - MS,2074,1,0,397,250.0,5955.0
neuropixels 2.0 - MS,2075,1,1,397,282.0,5955.0
neuropixels 2.0 - MS,2076,1,0,398,250.0,5970.0
neuropixels 2.0 - MS,2077,1,1,398,282.0,5970.0
neuropixels 2.0 - MS,2078,1,0,399,250.0,5985.0
neuropixels 2.0 - MS,2079,1,1,399,282.0,5985.0
neuropixels 2.0 - MS,2080,1,0,400,250.0,6000.0
neuropixels 2.0 - MS,2081,1,1,400,282.0,6000.0
neuropixels 2.0 - MS,2082,1,0,401,250.0,6015.0
neuropixels 2.0 - MS,2083,1,1,401,282.0,6015.0
neuropixels 2.0 - MS,2084,1,0,402,250.0,6030.0
neuropixels 2.0 - MS,2085,1,1,402,282.0,6030.0
neuropixels 2.0 - MS,2086,1,0,403,250.0,6045.0
neuropixels 2.0 - MS,2087,1,1,403,282.0,6045.0
neuropixels 2.0 - MS,2088,1,0,404,250.0,6060.0
neuropixels 2.0 - MS,2089,1,1,404,282.0,6060.0
neuropixels 2.0 - MS,2090,1,0,405,250.0,6075.0
neuropixels 2.0 - MS,2091,1,1,405,282.0,6075.0
neuropixels 2.0 - MS,2092,1,0,406,250.0,6090.0
neuropixels 2.0 - MS,2093,1,1,406,282.0,6090.0
neuropixels 2.0 - MS,2094,1,0,407,250.0,6105.0
neuropixels 2.0 - MS,2095,1,1,407,282.0,6105.0
neuropixels 2.0 - MS,2096,1,0,408,250.0,6120.0
neuropixels 2.0 - MS,2097,1,1,408,282.0,6120.0
neuropixels 2.0 - MS,2098,1,0,409,250.0,6135.0
neuropixels 2.0 - MS,2099,1,1,409,282.0,6135.0
neuropixels 2.0 - MS,2100,1,0,410,250.0,6150.0
neuropixels 2.0 - MS,2101,1,1,410,282.0,6150.0
neuropixels 2.0 - MS,2102,1,0,411,250.0,6165.0
neuropixels 2.0 - MS,2103,1,1,411,282.0,6165.0
neuropixels 2.0 - MS,2104,1,0,412,250.0,6180.0
neuropixels 2.0 - MS,2105,1,1,412,282.0,6180.0
neuropixels 2.0 - MS,2106,1,0,413,250.0,6195.0
neuropixels 2.0 - MS,2107,1,1,413,282.0,6195.0
neuropixels 2.0 - MS,2108,1,0,414,250.0,6210.0
neuropixels 2.0 - MS,2109,1,1,414,282.0,6210.0
neuropixels 2.0 - MS,2110,1,0,415,250.0,6225.0
neuropixels 2.0 - MS,2111,1,1,415,282.0,6225.0
neuropixels 2.0 - MS,2112,1,0,416,250.0,6240.0
neuropixels 2.0 - MS,2113,1,1,416,282.0,6240.0
neuropixels 2.0 - MS,2114,1,0,417,250.0,6255.0
neuropixels 2.0 - MS,2115,1,1,417,282.0,6255.0
neuropixels 2.0 - MS,2116,1,0,418,250.0,6270.0
neuropixels 2.0 - MS,2117,1,1,418,282.0,6270.0
neuropixels 2.0 - MS,2118,1,0,419,250.0,6285.0
neuropixels 2.0 - MS,2119,1,1,419,282.0,6285.0
neuropixels 2.0 - MS,2120,1,0,420,250.0,6300.0
neuropixels 2.0 - MS,2121,1,1,420,282.0,6300.0
neuropixels 2.0 - MS,2122,1,0,421,250.0,6315.0
neuropixels 2.0 - MS,2123,1,1,421,282.0,6315.0
neuropixels 2.0 - MS,2124,1,0,422,250.0,6330.0
neuropixels 2.0 - MS,2125,1,1,422,282.0,6330.0
neuropixels 2.0 - MS,2126,1,0,423,250.0,6345.0
neuropixels 2.0 - MS,2127,1,1,423,282.0,6345.0
neuropixels 2.0 - MS,2128,1,0,424,250.0,6360.0
neuropixels 2.0 - MS,2129,1,1,424,282.0,6360.0
neuropixels 2.0 - MS,2130,1,0,425,250.0,6375.0
neuropixels 2.0 - MS,2131,1,1,425,282.0,6375.0
neuropixels 2.0 - MS,2132,1,0,426,250.0,6390.0
neuropixels 2.0 - MS,2133,1,1,426,282.0,6390.0
neuropixels 2.0 - MS,2134,1,0,427,250.0,6405.0
neuropixels 2.0 - MS,2135,1,1,427,282.0,6405.0
neuropixels 2.0 - MS,2136,1,0,428,250.0,6420.0
neuropixels 2.0 - MS,2137,1,1,428,282.0,6420.0
neuropixels 2.0 - MS,2138,1,0,429,250.0,6435.0
neuropixels 2.0 - MS,2139,1,1,429,282.0,6435.0
neuropixels 2.0 - MS,2140,1,0,430,250.0,6450.0
neuropixels 2.0 - MS,2141,1,1,430,282.0,6450.0
neuropixels 2.0 - MS,2142,1,0,431,250.0,6465.0
neuropixels 2.0 - MS,2143,1,1,431,282.0,6465.0
neuropixels 2.0 - MS,2144,1,0,432,250.0,6480.0
neuropixels 2.0 - MS,2145,1,1,432,282.0,6480.0
neuropixels 2.0 - MS,2146,1,0,433,250.0,6495.0
neuropixels 2.0 - MS,2147,1,1,433,282.0,6495.0
neuropixels 2.0 - MS,2148,1,0,434,250.0,6510.0
neuropixels 2.0 - MS,2149,1,1,434,282.0,6510.0
neuropixels 2.0 - MS,2150,1,0,435,250.0,6525.0
neuropixels 2.0 - MS,2151,1,1,435,282.0,6525.0
neuropixels 2.0 - MS,2152,1,0,436,250.0,6540.0
neuropixels 2.0 - MS,2153,1,1,436,282.0,6540.0
neuropixels 2.0 - MS,2154,1,0,437,250.0,6555.0
neuropixels 2.0 - MS,2155,1,1,437,282.0,6555.0
neuropixels 2.0 - MS,2156,1,0,438,250.0,6570.0
neuropixels 2.0 - MS,2157,1,1,438,282.0,6570.0
neuropixels 2.0 - MS,2158,1,0,439,250.0,6585.0
neuropixels 2.0 - MS,2159,1,1,439,282.0,6585.0
neuropixels 2.0 - MS,2160,1,0,440,250.0,6600.0
neuropixels 2.0 - MS,2161,1,1,440,282.0,6600.0
neuropixels 2.0 - MS,2162,1,0,441,250.0,6615.0
neuropixels 2.0 - MS,2163,1,1,441,282.0,6615.0
neuropixels 2.0 - MS,2164,1,0,442,250.0,6630.0
neuropixels 2.0 - MS,2165,1,1,442,282.0,6630.0
neuropixels 2.0 - MS,2166,1,0,443,250.0,6645.0
neuropixels 2.0 - MS,2167,1,1,443,282.0,6645.0
neuropixels 2.0 - MS,2168,1,0,444,250.0,6660.0
neuropixels 2.0 - MS,2169,1,1,444,282.0,6660.0
neuropixels 2.0 - MS,2170,1,0,445,250.0,6675.0
neuropixels 2.0 - MS,2171,1,1,445,282.0,6675.0
neuropixels 2.0 - MS,2172,1,0,446,250.0,6690.0
neuropixels 2.0 - MS,2173,1,1,446,282.0,6690.0
neuropixels 2.0 - MS,2174,1,0,447,250.0,6705.0
neuropixels 2.0 - MS,2175,1,1,447,282.0,6705.0
neuropixels 2.0 - MS,2176,1,0,448,250.0,6720.0
neuropixels 2.0 - MS,2177,1,1,448,282.0,6720.0
neuropixels 2.0 - MS,2178,1,0,449,250.0,6735.0
neuropixels 2.0 - MS,2179,1,1,449,282.0,6735.0
neuropixels 2.0 - MS,2180,1,0,450,250.0,6750.0
neuropixels 2.0 - MS,2181,1,1,450,282.0,6750.0
neuropixels 2.0 - MS,2182,1,0,451,250.0,6765.0
neuropixels 2.0 - MS,2183,1,1,451,282.0,6765.0
neuropixels 2.0 - MS,2184,1,0,452,250.0,6780.0
neuropixels 2.0 - MS,2185,1,1,452,282.0,6780.0
neuropixels 2.0 - MS,2186,1,0,453,250.0,6795.0
neuropixels 2.0 - MS,2187,1,1,453,282.0,6795.0
neuropixels 2.0 - MS,2188,1,0,454,250.0,6810.0
neuropixels 2.0 - MS,2189,1,1,454,282.0,6810.0
neuropixels 2.0 - MS,2190,1,0,455,250.0,6825.0
neuropixels 2.0 - MS,2191,1,1,455,282.0,6825.0
neuropixels 2.0 - MS,2192,1,0,456,250.0,6840.0
neuropixels 2.0 - MS,2193,1,1,456,282.0,6840.0
neuropixels 2.0 - MS,2194,1,0,457,250.0,6855.0
neuropixels 2.0 - MS,2195,1,1,457,282.0,6855.0
neuropixels 2.0 - MS,2196,1,0,458,250.0,6870.0
neuropixels 2.0 - MS,2197,1,1,458,282.0,6870.0
neuropixels 2.0 - MS,2198,1,0,459,250.0,6885.0
neuropixels 2.0 - MS,2199,1,1,459,282.0,6885.0
neuropixels 2.0 - MS,2200,1,0,460,250.0,6900.0
neuropixels 2.0 - MS,2201,1,1,460,282.0,6900.0
neuropixels 2.0 - MS,2202,1,0,461,250.0,6915.0
neuropixels 2.0 - MS,2203,1,1,461,282.0,6915.0
neuropixels 2.0 - MS,2204,1,0,462,250.0,6930.0
neuropixels 2.0 - MS,2205,1,1,462,282.0,6930.0
neuropixels 2.0 - MS,2206,1,0,463,250.0,6945.0
neuropixels 2.0 - MS,2207,1,1,463,282.0,6945.0
neuropixels 2.0 - MS,2208,1,0,464,250.0,6960.0
neuropixels 2.0 - MS,2209,1,1,464,282.0,6960.0
neuropixels 2.0 - MS,2210,1,0,465,250.0,6975.0
neuropixels 2.0 - MS,2211,1,1,465,282.0,6975.0
neuropixels 2.0 - MS,2212,1,0,466,250.0,6990.0
neuropixels 2.0 - MS,2213,1,1,466,282.0,6990.0
neuropixels 2.0 - MS,2214,1,0,467,250.0,7005.0
neuropixels 2.0 - MS,2215,1,1,467,282.0,7005.0
neuropixels 2.0 - MS,2216,1,0,468,250.0,7020.0
neuropixels 2.0 - MS,2217,1,1,468,282.0,7020.0
neuropixels 2.0 - MS,2218,1,0,469,250.0,7035.0
neuropixels 2.0 - MS,2219,1,1,469,282.0,7035.0
neuropixels 2.0 - MS,2220,1,0,470,250.0,7050.0
neuropixels 2.0 - MS,2221,1,1,470,282.0,7050.0
neuropixels 2.0 - MS,2222,1,0,471,250.0,7065.0
neuropixels 2.0 - MS,2223,1,1,471,282.0,7065.0
neuropixels 2.0 - MS,2224,1,0,472,250.0,7080.0
neuropixels 2.0 - MS,2225,1,1,472,282.0,7080.0
neuropixels 2.0 - MS,2226,1,0,473,250.0,7095.0
neuropixels 2.0 - MS,2227,1,1,473,282.0,7095.0
neuropixels 2.0 - MS,2228,1,0,474,250.0,7110.0
neuropixels 2.0 - MS,2229,1,1,474,282.0,7110.0
neuropixels 2.0 - MS,2230,1,0,475,250.0,7125.0
neuropixels 2.0 - MS,2231,1,1,475,282.0,7125.0
neuropixels 2.0 - MS,2232,1,0,476,250.0,7140.0
neuropixels 2.0 - MS,2233,1,1,476,282.0,7140.0
neuropixels 2.0 - MS,2234,1,0,477,250.0,7155.0
neuropixels 2.0 - MS,2235,1,1,477,282.0,7155.0
neuropixels 2.0 - MS,2236,1,0,478,250.0,7170.0
neuropixels 2.0 - MS,2237,1,1,478,282.0,7170.0
neuropixels 2.0 - MS,2238,1,0,479,250.0,7185.0
neuropixels 2.0 - MS,2239,1,1,479,282.0,7185.0
neuropixels 2.0 - MS,2240,1,0,480,250.0,7200.0
neuropixels 2.0 - MS,2241,1,1,480,282.0,7200.0
neuropixels 2.0 - MS,2242,1,0,481,250.0,7215.0
neuropixels 2.0 - MS,2243,1,1,481,282.0,7215.0
neuropixels 2.0 - MS,2244,1,0,482,250.0,7230.0
neuropixels 2.0 - MS,2245,1,1,482,282.0,7230.0
neuropixels 2.0 - MS,2246,1,0,483,250.0,7245.0
neuropixels 2.0 - MS,2247,1,1,483,282.0,7245.0
neuropixels 2.0 - MS,2248,1,0,484,250.0,7260.0
neuropixels 2.0 - MS,2249,1,1,484,282.0,7260.0
neuropixels 2.0 - MS,2250,1,0,485,250.0,7275.0
neuropixels 2.0 - MS,2251,1,1,485,282.0,7275.0
neuropixels 2.0 - MS,2252,1,0,486,250.0,7290.0
neuropixels 2.0 - MS,2253,1,1,486,282.0,7290.0
neuropixels 2.0 - MS,2254,1,0,487,250.0,7305.0
neuropixels 2.0 - MS,2255,1,1,487,282.0,7305.0
neuropixels 2.0 - MS,2256,1,0,488,250.0,7320.0
neuropixels 2.0 - MS,2257,1,1,488,282.0,7320.0
neuropixels 2.0 - MS,2258,1,0,489,250.0,7335.0
neuropixels 2.0 - MS,2259,1,1,489,282.0,7335.0
neuropixels 2.0 - MS,2260,1,0,490,250.0,7350.0
neuropixels 2.0 - MS,2261,1,1,490,282.0,7350.0
neuropixels 2.0 - MS,2262,1,0,491,250.0,7365.0
neuropixels 2.0 - MS,2263,1,1,491,282.0,7365.0
neuropixels 2.0 - MS,2264,1,0,492,250.0,7380.0
neuropixels 2.0 - MS,2265,1,1,492,282.0,7380.0
neuropixels 2.0 - MS,2266,1,0,493,250.0,7395.0
neuropixels 2.0 - MS,2267,1,1,493,282.0,7395.0
neuropixels 2.0 - MS,2268,1,0,494,250.0,7410.0
neuropixels 2.0 - MS,2269,1,1,494,282.0,7410.0
neuropixels 2.0 - MS,2270,1,0,495,250.0,7425.0
neuropixels 2.0 - MS,2271,1,1,495,282.0,7425.0
neuropixels 2.0 - MS,2272,1,0,496,250.0,7440.0
neuropixels 2.0 - MS,2273,1,1,496,282.0,7440.0
neuropixels 2.0 - MS,2274,1,0,497,250.0,7455.0
neuropixels 2.0 - MS,2275,1,1,497,282.0,7455.0
neuropixels 2.0 - MS,2276,1,0,498,250.0,7470.0
neuropixels 2.0 - MS,2277,1,1,498,282.0,7470.0
neuropixels 2.0 - MS,2278,1,0,499,250.0,7485.0
neuropixels 2.0 - MS,2279,1,1,499,282.0,7485.0
neuropixels 2.0 - MS,2280,1,0,500,250.0,7500.0
neuropixels 2.0 - MS,2281,1,1,500,282.0,7500.0
neuropixels 2.0 - MS,2282,1,0,501,250.0,7515.0
neuropixels 2.0 - MS,2283,1,1,501,282.0,7515.0
neuropixels 2.0 - MS,2284,1,0,502,250.0,7530.0
neuropixels 2.0 - MS,2285,1,1,502,282.0,7530.0
neuropixels 2.0 - MS,2286,1,0,503,250.0,7545.0
neuropixels 2.0 - MS,2287,1,1,503,282.0,7545.0
neuropixels 2.0 - MS,2288,1,0,504,250.0,7560.0
neuropixels 2.0 - MS,2289,1,1,504,282.0,7560.0
neuropixels 2.0 - MS,2290,1,0,505,250.0,7575.0
neuropixels 2.0 - MS,2291,1,1,505,282.0,7575.0
neuropixels 2.0 - MS,2292,1,0,506,250.0,7590.0
neuropixels 2.0 - MS,2293,1,1,506,282.0,7590.0
neuropixels 2.0 - MS,2294,1,0,507,250.0,7605.0
neuropixels 2.0 - MS,2295,1,1,507,282.0,7605.0
neuropixels 2.0 - MS,2296,1,0,508,250.0,7620.0
neuropixels 2.0 - MS,2297,1,1,508,282.0,7620.0
neuropixels 2.0 - MS,2298,1,0,509,250.0,7635.0
neuropixels 2.0 - MS,2299,1,1,509,282.0,7635.0
neuropixels 2.0 - MS,2300,1,0,510,250.0,7650.0
neuropixels 2.0 - MS,2301,1,1,510,282.0,7650.0
neuropixels 2.0 - MS,2302,1,0,511,250.0,7665.0
neuropixels 2.0 - MS,2303,1,1,511,282.0,7665.0
neuropixels 2.0 - MS,2304,1,0,512,250.0,7680.0
neuropixels 2.0 - MS,2305,1,1,512,282.0,7680.0
neuropixels 2.0 - MS,2306,1,0,513,250.0,7695.0
neuropixels 2.0 - MS,2307,1,1,513,282.0,7695.0
neuropixels 2.0 - MS,2308,1,0,514,250.0,7710.0
neuropixels 2.0 - MS,2309,1,1,514,282.0,7710.0
neuropixels 2.0 - MS,2310,1,0,515,250.0,7725.0
neuropixels 2.0 - MS,2311,1,1,515,282.0,7725.0
neuropixels 2.0 - MS,2312,1,0,516,250.0,7740.0
neuropixels 2.0 - MS,2313,1,1,516,282.0,7740.0
neuropixels 2.0 - MS,2314,1,0,517,250.0,7755.0
neuropixels 2.0 - MS,2315,1,1,517,282.0,7755.0
neuropixels 2.0 - MS,2316,1,0,518,250.0,7770.0
neuropixels 2.0 - MS,2317,1,1,518,282.0,7770.0
neuropixels 2.0 - MS,2318,1,0,519,250.0,7785.0
neuropixels 2.0 - MS,2319,1,1,519,282.0,7785.0
neuropixels 2.0 - MS,2320,1,0,520,250.0,7800.0
neuropixels 2.0 - MS,2321,1,1,520,282.0,7800.0
neuropixels 2.0 - MS,2322,1,0,521,250.0,7815.0
neuropixels 2.0 - MS,2323,1,1,521,282.0,7815.0
neuropixels 2.0 - MS,2324,1,0,522,250.0,7830.0
neuropixels 2.0 - MS,2325,1,1,522,282.0,7830.0
neuropixels 2.0 - MS,2326,1,0,523,250.0,7845.0
neuropixels 2.0 - MS,2327,1,1,523,282.0,7845.0
neuropixels 2.0 - MS,2328,1,0,524,250.0,7860.0
neuropixels 2.0 - MS,2329,1,1,524,282.0,7860.0
neuropixels 2.0 - MS,2330,1,0,525,250.0,7875.0
neuropixels 2.0 - MS,2331,1,1,525,282.0,7875.0
neuropixels 2.0 - MS,2332,1,0,526,250.0,7890.0
neuropixels 2.0 - MS,2333,1,1,526,282.0,7890.0
neuropixels 2.0 - MS,2334,1,0,527,250.0,7905.0
neuropixels 2.0 - MS,2335,1,1,527,282.0,7905.0
neuropixels 2.0 - MS,2336,1,0,528,250.0,7920.0
neuropixels 2.0 - MS,2337,1,1,528,282.0,7920.0
neuropixels 2.0 - MS,2338,1,0,529,250.0,7935.0
neuropixels 2.0 - MS,2339,1,1,529,282.0,7935.0
neuropixels 2.0 - MS,2340,1,0,530,250.0,7950.0
neuropixels 2.0 - MS,2341,1,1,530,282.0,7950.0
neuropixels 2.0 - MS,2342,1,0,531,250.0,7965.0
neuropixels 2.0 - MS,2343,1,1,531,282.0,7965.0
neuropixels 2.0 - MS,2344,1,0,532,250.0,7980.0
neuropixels 2.0 - MS,2345,1,1,532,282.0,7980.0
neuropixels 2.0 - MS,2346,1,0,533,250.0,7995.0
neuropixels 2.0 - MS,2347,1,1,533,282.0,7995.0
neuropixels 2.0 - MS,2348,1,0,534,250.0,8010.0
neuropixels 2.0 - MS,2349,1,1,534,282.0,8010.0
neuropixels 2.0 - MS,2350,1,0,535,250.0,8025.0
neuropixels 2.0 - MS,2351,1,1,535,282.0,8025.0
neuropixels 2.0 - MS,2352,1,0,536,250.0,8040.0
neuropixels 2.0 - MS,2353,1,1,536,282.0,8040.0
neuropixels 2.0 - MS,2354,1,0,537,250.0,8055.0
neuropixels 2.0 - MS,2355,1,1,537,282.0,8055.0
neuropixels 2.0 - MS,2356,1,0,538,250.0,8070.0
neuropixels 2.0 - MS,2357,1,1,538,282.0,8070.0
neuropixels 2.0 - MS,2358,1,0,539,250.0,8085.0
neuropixels 2.0 - MS,2359,1,1,539,282.0,8085.0
neuropixels 2.0 - MS,2360,1,0,540,250.0,8100.0
neuropixels 2.0 - MS,2361,1,1,540,282.0,8100.0
neuropixels 2.0 - MS,2362,1,0,541,250.0,8115.0
neuropixels 2.0 - MS,2363,1,1,541,282.0,8115.0
neuropixels 2.0 - MS,2364,1,0,542,250.0,8130.0
neuropixels 2.0 - MS,2365,1,1,542,282.0,8130.0
neuropixels 2.0 - MS,2366,1,0,543,250.0,8145.0
neuropixels 2.0 - MS,2367,1,1,543,282.0,8145.0
neuropixels 2.0 - MS,2368,1,0,544,250.0,8160.0
neuropixels 2.0 - MS,2369,1,1,544,282.0,8160.0
neuropixels 2.0 - MS,2370,1,0,545,250.0,8175.0
neuropixels 2.0 - MS,2371,1,1,545,282.0,8175.0
neuropixels 2.0 - MS,2372,1,0,546,250.0,8190.0
neuropixels 2.0 - MS,2373,1,1,546,282.0,8190.0
neuropixels 2.0 - MS,2374,1,0,547,250.0,8205.0
neuropixels 2.0 - MS,2375,1,1,547,282.0,8205.0
neuropixels 2.0 - MS,2376,1,0,548,250.0,8220.0
neuropixels 2.0 - MS,2377,1,1,548,282.0,8220.0
neuropixels 2.0 - MS,2378,1,0,549,250.0,8235.0
neuropixels 2.0 - MS,2379,1,1,549,282.0,8235.0
neuropixels 2.0 - MS,2380,1,0,550,250.0,8250.0
neuropixels 2.0 - MS,2381,1,1,550,282.0,8250.0
neuropixels 2.0 - MS,2382,1,0,551,250.0,8265.0
neuropixels 2.0 - MS,2383,1,1,551,282.0,8265.0
neuropixels 2.0 - MS,2384,1,0,552,250.0,8280.0
neuropixels 2.0 - MS,2385,1,1,552,282.0,8280.0
neuropixels 2.0 - MS,2386,1,0,553,250.0,8295.0
neuropixels 2.0 - MS,2387,1,1,553,282.0,8295.0
neuropixels 2.0 - MS,2388,1,0,554,250.0,8310.0
neuropixels 2.0 - MS,2389,1,1,554,282.0,8310.0
neuropixels 2.0 - MS,2390,1,0,555,250.0,8325.0
neuropixels 2.0 - MS,2391,1,1,555,282.0,8325.0
neuropixels 2.0 - MS,2392,1,0,556,250.0,8340.0
